Date,Close,Volume,MA_7,Lag_1,RSI
2020-01-02,0.08941485039988778,0.27833517202764463,0.0,0.0,0.0
2020-01-03,0.08595418277785022,0.3052210239506362,0.0,0.2810440041510874,0.0
2020-01-06,0.08876297783116621,0.23594923864665154,0.0,0.278311620762673,0.0
2020-01-07,0.08709203959964873,0.212354438766768,0.0,0.2805293156653179,0.0
2020-01-08,0.09278068726057853,0.26990123124327225,0.0,0.27921001997861555,0.0
2020-01-09,0.10041286011448125,0.3642020723808277,0.0,0.28370151354832013,0.0
2020-01-10,0.10124245144519012,0.2911413121507814,0.2877074166891626,0.2897275248851824,0.0
2020-01-13,0.10909985203705685,0.24374738547091776,0.28996251778633625,0.29038253190081326,0.0
2020-01-14,0.10402739841521436,0.3439826341955483,0.29203297371844644,0.2965863726616583,0.0
2020-01-15,0.10243946049870123,0.24471843428050263,0.2935997427559861,0.2925813974578669,0.0
2020-01-16,0.10706142120649437,0.21224830779370815,0.29588742223915393,0.29132763498808106,0.0
2020-01-17,0.1111975099755746,0.2841277410245557,0.29799724157656365,0.29497692178449464,0.0
2020-01-21,0.10863764099102902,0.21724241479703812,0.2989394671714904,0.29824258652897184,0.0
2020-01-22,0.10997680259125708,0.1948983733940561,0.29994006880798735,0.2962214321582521,0.8632160085314243
2020-01-23,0.11179011799821958,0.201443777984915,0.3002482639421575,0.2972787723337617,0.8837953369384614
2020-01-24,0.11069977015239785,0.3057536625724412,0.3010126465468742,0.2987104824651793,0.8518763380612915
2020-01-27,0.09960700455270016,0.34394692657844406,0.300688162219707,0.29784959414335815,0.6103613729045989
2020-01-28,0.1099650095830359,0.3446759570943224,0.3010207954322598,0.28909125853690604,0.7453584693539066
2020-01-29,0.11784610850570904,0.47856761869621073,0.30178245459370295,0.2972694611189089,0.8181947461751734
2020-01-30,0.11728902926021295,0.2566695753496433,0.302773552056508,0.3034920129876963,0.8087252332034921
2020-01-31,0.10027074500588562,0.43730349961924275,0.3016616323567569,0.30305216893369624,0.5857090535261052
2020-02-03,0.09926328516070426,0.3733273523074684,0.30022656646259654,0.28961531735635276,0.5755898768023479
2020-02-04,0.11133977483665558,0.2811521062658685,0.3002998849866317,0.2888198735732115,0.6928980678694581
2020-02-05,0.11442108197518436,0.23703931284658394,0.3019969761459222,0.29835491229545036,0.7179959364470161
2020-02-06,0.11887715436733282,0.20380841573981842,0.3030179457069961,0.3007877701597261,0.7526435803404401
2020-02-07,0.11363836317238957,0.23420551667806086,0.30253590911422895,0.3043060792005432,0.6920353170029919
2020-02-10,0.11544392888823529,0.21353675764421967,0.30232453560510075,0.3001697715282086,0.7073249913005225
2020-02-11,0.11313927557684467,0.17627784295244464,0.30379874617132124,0.30159536286129435,0.6801902069988597
2020-02-12,0.12215583528155077,0.22440179202643948,0.30642130195496653,0.2997757150037546,0.7551440997402761
2020-02-13,0.11938799753297752,0.177330225778767,0.30734330115858877,0.30689477428610173,0.7219361554648451
2020-02-14,0.11948294060868841,0.14104235989657685,0.3079231844204017,0.3047094173804378,0.7227421244041872
2020-02-18,0.11241469817648642,0.32061596631383077,0.3071828496053465,0.3047843800498561,0.6395771709543584
2020-02-19,0.11790305188826278,0.17543673019398906,0.3076714095953091,0.2992036221394322,0.6904254857298792
2020-02-20,0.11395909555788453,0.19175808684538823,0.30750130804621545,0.30353697285369996,0.646509409951593
2020-02-21,0.10534653062052712,0.26363950383274154,0.30660857620778853,0.3004230070127932,0.5623844095088907
2020-02-24,0.08768183976319338,0.49336148283815046,0.30265925750564454,0.2936229233478328,0.4368324855670646
2020-02-25,0.07568359576083661,0.5143853342865282,0.29765250941365673,0.27967569895890565,0.37551143364796563
